trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1310,False,"{'a': 0.5, 'e': 0.25785003253266964}",20,14,10.308231707736349,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1311,False,"{'a': 0.5, 'e': 0.2568837188170823}",25,13,-1.844327734470932,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
1312,False,"{'a': 0.5, 'e': 0.2559171482177973}",25,3,18.221445383915317,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 0}",1
1313,False,"{'a': 0.5, 'e': 0.2549503217013857}",25,7,-36.0779710507658,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 1}",1
1314,False,"{'a': 0.5, 'e': 0.2539832402346734}",20,5,-34.97714921720497,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 1}",1
1315,False,"{'a': 0.5, 'e': 0.25301590478474223}",30,10,-27.959388512297803,"{0: 18, 1: 0, 2: 0, 3: 1, 4: 1}",1
1316,False,"{'a': 0.5, 'e': 0.25204831631892716}",30,13,15.87308001226723,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 0}",1
1317,False,"{'a': 0.5, 'e': 0.25108047580481696}",25,5,23.740177854131304,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",1
1318,False,"{'a': 0.5, 'e': 0.2501123842102517}",20,9,-60.31530921576859,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 2}",1
1319,False,"{'a': 0.5, 'e': 0.24914404250332328}",30,16,-22.675944147574977,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
1320,False,"{'a': 0.5, 'e': 0.2481754516523729}",20,11,18.48156635012739,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1321,False,"{'a': 0.5, 'e': 0.24720661262599175}",20,9,19.57493381303006,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1322,False,"{'a': 0.5, 'e': 0.24623752639301838}",20,8,3.3785390395551813,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 0}",1
1323,False,"{'a': 0.5, 'e': 0.24526819392253935}",20,11,-5.230680756439132,"{0: 7, 1: 0, 2: 2, 3: 0, 4: 0}",1
1324,False,"{'a': 0.5, 'e': 0.24429861618388662}",25,7,-48.315719000017296,"{0: 14, 1: 0, 2: 3, 3: 0, 4: 1}",1
1325,False,"{'a': 0.5, 'e': 0.24332879414663827}",30,18,-0.20120745534118178,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
1326,False,"{'a': 0.5, 'e': 0.24235872878061585}",30,18,7.5611108908158435,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
1327,False,"{'a': 0.5, 'e': 0.24138842105588507}",20,0,21.0115108593846,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
1328,False,"{'a': 0.5, 'e': 0.2404178719427531}",35,19,10.633778383401184,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
1329,False,"{'a': 0.5, 'e': 0.23944708241176946}",20,0,-11.188933956077694,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
1330,False,"{'a': 0.5, 'e': 0.23847605343372313}",20,16,8.668426660005114,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1331,False,"{'a': 0.5, 'e': 0.23750478597964347}",20,12,10.768792093946901,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1332,False,"{'a': 0.5, 'e': 0.2365332810207974}",20,6,23.001892730499737,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1333,False,"{'a': 0.5, 'e': 0.23556153952869024}",25,11,18.92418099463253,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
1334,False,"{'a': 0.5, 'e': 0.23458956247506296}",20,3,-37.775339918334645,"{0: 13, 1: 1, 2: 2, 3: 0, 4: 1}",1
1335,False,"{'a': 0.5, 'e': 0.233617350831893}",20,2,-7.382646151897022,"{0: 15, 1: 1, 2: 1, 3: 1, 4: 0}",1
1336,False,"{'a': 0.5, 'e': 0.23264490557139142}",20,9,-3.5332580871384285,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 0}",1
1337,False,"{'a': 0.5, 'e': 0.2316722276660039}",25,8,33.65267899826947,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1338,False,"{'a': 0.5, 'e': 0.2306993180884078}",20,14,-31.575675338693916,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 1}",1
1339,False,"{'a': 0.5, 'e': 0.22972617781151303}",25,14,4.4303418329754445,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
1340,False,"{'a': 0.5, 'e': 0.22875280780845939}",25,16,-9.262065177739371,"{0: 7, 1: 0, 2: 2, 3: 0, 4: 0}",1
1341,False,"{'a': 0.5, 'e': 0.22777920905261723}",20,10,7.981781434613851,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
1342,False,"{'a': 0.5, 'e': 0.22680538251758475}",20,3,-51.88253791193274,"{0: 13, 1: 0, 2: 3, 3: 0, 4: 1}",1
1343,False,"{'a': 0.5, 'e': 0.2258313291771889}",20,6,-28.323191368953182,"{0: 10, 1: 1, 2: 2, 3: 1, 4: 0}",1
1344,False,"{'a': 0.5, 'e': 0.22485705000548248}",20,9,8.257796184434936,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
1345,False,"{'a': 0.5, 'e': 0.22388254597674498}",25,14,19.568162575034098,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1346,False,"{'a': 0.5, 'e': 0.22290781806547996}",20,7,-67.44812543605526,"{0: 9, 1: 0, 2: 2, 3: 1, 4: 1}",1
1347,False,"{'a': 0.5, 'e': 0.22193286724641567}",20,16,7.67007801888418,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1348,False,"{'a': 0.5, 'e': 0.22095769449450242}",25,11,16.87903474711817,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
1349,False,"{'a': 0.5, 'e': 0.2199823007849133}",25,15,4.452764582342564,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
1350,False,"{'a': 0.5, 'e': 0.2190066870930415}",20,9,-0.0744676431536202,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 0}",1
1351,False,"{'a': 0.5, 'e': 0.21803085439450107}",20,4,15.03254752371085,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
1352,False,"{'a': 0.5, 'e': 0.2170548036651242}",20,15,-4.242548129786979,"{0: 4, 1: 0, 2: 1, 3: 0, 4: 0}",1
1353,False,"{'a': 0.5, 'e': 0.21607853588096199}",25,0,32.01742147184338,"{0: 24, 1: 1, 2: 0, 3: 0, 4: 0}",0
1354,False,"{'a': 0.5, 'e': 0.21510205201828167}",25,13,-3.737558004664823,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
1355,False,"{'a': 0.5, 'e': 0.21412535305356747}",20,15,-0.6776301975655743,"{0: 4, 1: 0, 2: 1, 3: 0, 4: 0}",1
1356,False,"{'a': 0.5, 'e': 0.21314843996351787}",20,1,18.609009242849947,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
1357,False,"{'a': 0.5, 'e': 0.21217131372504627}",20,2,28.12122002406568,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1358,False,"{'a': 0.5, 'e': 0.2111939753152784}",30,0,26.835968694001647,"{0: 28, 1: 1, 2: 1, 3: 0, 4: 0}",0
1359,False,"{'a': 0.5, 'e': 0.21021642571155302}",30,17,14.869323694167294,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
1360,False,"{'a': 0.5, 'e': 0.20923866589141926}",20,13,1.784802753029027,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
1361,False,"{'a': 0.5, 'e': 0.20826069683263726}",25,17,-1.0260507739228708,"{0: 6, 1: 1, 2: 1, 3: 0, 4: 0}",1
1362,False,"{'a': 0.5, 'e': 0.20728251951317556}",25,6,21.268358502679,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 0}",1
1363,False,"{'a': 0.5, 'e': 0.20630413491121183}",30,17,5.744921279957273,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 0}",1
1364,False,"{'a': 0.5, 'e': 0.20532554400513015}",25,4,12.052263092215806,"{0: 18, 1: 2, 2: 1, 3: 0, 4: 0}",1
1365,False,"{'a': 0.5, 'e': 0.20434674777352183}",20,10,18.30349258320001,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1366,False,"{'a': 0.5, 'e': 0.20336774719518252}",20,9,9.391313827482815,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
1367,False,"{'a': 0.5, 'e': 0.20238854324911318}",25,0,-18.087779898855214,"{0: 23, 1: 0, 2: 1, 3: 0, 4: 1}",0
1368,False,"{'a': 0.5, 'e': 0.20140913691451726}",20,12,-3.5743067248491704,"{0: 6, 1: 1, 2: 1, 3: 0, 4: 0}",1
1369,False,"{'a': 0.5, 'e': 0.2004295291708014}",25,2,-28.11432700482649,"{0: 20, 1: 0, 2: 2, 3: 0, 4: 1}",1
1370,False,"{'a': 0.5, 'e': 0.19944972099757285}",20,0,18.81986960671295,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
1371,False,"{'a': 0.5, 'e': 0.19846971337464017}",35,19,16.878077599615477,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
1372,False,"{'a': 0.5, 'e': 0.19748950728201042}",25,8,10.322745697763006,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 0}",1
1373,False,"{'a': 0.5, 'e': 0.19650910369989008}",20,6,0.142969297282999,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
1374,False,"{'a': 0.5, 'e': 0.19552850360868218}",30,19,17.06271075004466,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
1375,False,"{'a': 0.5, 'e': 0.19454770798898718}",25,13,-13.539669823741042,"{0: 8, 1: 2, 2: 2, 3: 0, 4: 0}",1
1376,False,"{'a': 0.5, 'e': 0.1935667178216002}",20,12,-25.071254422965985,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 1}",1
1377,False,"{'a': 0.5, 'e': 0.19258553408751175}",25,12,-51.40603871201903,"{0: 9, 1: 0, 2: 3, 3: 0, 4: 1}",1
1378,False,"{'a': 0.5, 'e': 0.19160415776790501}",20,12,14.685451118059214,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1379,False,"{'a': 0.5, 'e': 0.19062258984415673}",30,17,-1.6877436072611918,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 0}",1
1380,False,"{'a': 0.5, 'e': 0.18964083129783424}",20,13,-7.152355538681868,"{0: 6, 1: 0, 2: 0, 3: 1, 4: 0}",1
1381,False,"{'a': 0.5, 'e': 0.1886588831106965}",20,13,13.362214059903497,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1382,False,"{'a': 0.5, 'e': 0.18767674626469114}",20,6,21.86982625743824,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1383,False,"{'a': 0.5, 'e': 0.18669442174195539}",20,6,6.721949451332849,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 0}",1
1384,False,"{'a': 0.5, 'e': 0.1857119105248132}",25,18,14.599626249595017,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1385,False,"{'a': 0.5, 'e': 0.1847292135957762}",30,18,-2.8780124210898093,"{0: 11, 1: 0, 2: 0, 3: 1, 4: 0}",1
1386,False,"{'a': 0.5, 'e': 0.18374633193754078}",20,13,14.685298419606205,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1387,False,"{'a': 0.5, 'e': 0.18276326653298897}",25,20,9.082943486913695,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1388,False,"{'a': 0.5, 'e': 0.18178001836518562}",20,4,15.341398457522095,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
1389,False,"{'a': 0.5, 'e': 0.18079658841737928}",30,16,15.740566534691684,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
1390,False,"{'a': 0.5, 'e': 0.17981297767299936}",20,9,19.486094925480582,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1391,False,"{'a': 0.5, 'e': 0.17882918711565696}",35,23,22.626389175922363,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1392,False,"{'a': 0.5, 'e': 0.17784521772914216}",20,13,-12.707063385349999,"{0: 5, 1: 0, 2: 2, 3: 0, 4: 0}",1
1393,False,"{'a': 0.5, 'e': 0.17686107049742464}",20,9,-0.30078531038625966,"{0: 10, 1: 0, 2: 0, 3: 1, 4: 0}",1
1394,False,"{'a': 0.5, 'e': 0.17587674640465117}",20,9,11.08376753167739,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
1395,False,"{'a': 0.5, 'e': 0.17489224643514614}",25,10,7.273748617550063,"{0: 14, 1: 0, 2: 0, 3: 1, 4: 0}",1
1396,False,"{'a': 0.5, 'e': 0.17390757157340905}",20,9,21.073219983370578,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1397,False,"{'a': 0.5, 'e': 0.1729227228041151}",25,18,15.011685593883525,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1398,False,"{'a': 0.5, 'e': 0.17193770111211254}",25,8,15.332753411464163,"{0: 15, 1: 2, 2: 0, 3: 0, 4: 0}",1
1399,False,"{'a': 0.5, 'e': 0.17095250748242338}",25,10,21.909632444707174,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
1400,False,"{'a': 0.5, 'e': 0.16996714290024081}",25,19,10.346692365131755,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1401,False,"{'a': 0.5, 'e': 0.1689816083509297}",25,14,-30.20468460667161,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 1}",1
1402,False,"{'a': 0.5, 'e': 0.1679959048200241}",25,14,9.222037768354847,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
1403,False,"{'a': 0.5, 'e': 0.16701003329322792}",20,0,16.25191097865898,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
1404,False,"{'a': 0.5, 'e': 0.1660239947564121}",25,13,3.2108961355731425,"{0: 11, 1: 0, 2: 0, 3: 1, 4: 0}",1
1405,False,"{'a': 0.5, 'e': 0.16503779019561562}",20,14,-40.20492614127472,"{0: 4, 1: 0, 2: 1, 3: 0, 4: 1}",1
1406,False,"{'a': 0.5, 'e': 0.16405142059704247}",20,0,31.230583144196885,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1407,False,"{'a': 0.5, 'e': 0.16306488694706261}",25,9,16.922192739150862,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
1408,False,"{'a': 0.5, 'e': 0.1620781902322094}",30,10,27.699533364345726,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",1
1409,False,"{'a': 0.5, 'e': 0.16109133143917923}",20,5,26.28495059925102,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1410,False,"{'a': 0.5, 'e': 0.16010431155483126}",20,15,8.822833743931875,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1411,False,"{'a': 0.5, 'e': 0.15911713156618487}",20,10,12.176358399989187,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
1412,False,"{'a': 0.5, 'e': 0.1581297924604204}",25,12,17.779524993258974,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
1413,False,"{'a': 0.5, 'e': 0.1571422952248764}",20,15,1.3233809408395154,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
1414,False,"{'a': 0.5, 'e': 0.15615464084705052}",20,15,9.080292199731282,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1415,False,"{'a': 0.5, 'e': 0.15516683031459658}",25,11,16.540261736346718,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
1416,False,"{'a': 0.5, 'e': 0.15417886461532546}",25,19,11.642743971971758,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1417,False,"{'a': 0.5, 'e': 0.15319074473720237}",20,10,7.531536237764443,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
1418,False,"{'a': 0.5, 'e': 0.15220247166834752}",25,1,-3.104073316405068,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 1}",1
1419,False,"{'a': 0.5, 'e': 0.15121404639703348}",30,6,36.676630199761476,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
1420,False,"{'a': 0.5, 'e': 0.15022546991168584}",30,13,29.200262295694014,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1421,False,"{'a': 0.5, 'e': 0.1492367432008806}",25,3,29.0343680928743,"{0: 21, 1: 1, 2: 0, 3: 0, 4: 0}",1
1422,False,"{'a': 0.5, 'e': 0.14824786725334482}",30,22,16.943397414404703,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1423,False,"{'a': 0.5, 'e': 0.14725884305795392}",20,15,-1.7035711763895591,"{0: 4, 1: 0, 2: 1, 3: 0, 4: 0}",1
1424,False,"{'a': 0.5, 'e': 0.14626967160373244}",30,15,12.549409672588466,"{0: 13, 1: 1, 2: 1, 3: 0, 4: 0}",1
1425,False,"{'a': 0.5, 'e': 0.14528035387985133}",30,13,16.576171109718363,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
1426,False,"{'a': 0.5, 'e': 0.14429089087562869}",25,16,10.965751723707308,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
1427,False,"{'a': 0.5, 'e': 0.14330128358052693}",30,9,18.09957600523981,"{0: 20, 1: 0, 2: 1, 3: 0, 4: 0}",1
1428,False,"{'a': 0.5, 'e': 0.1423115329841538}",20,8,-7.141414744741147,"{0: 10, 1: 1, 2: 0, 3: 1, 4: 0}",1
1429,False,"{'a': 0.5, 'e': 0.1413216400762593}",30,12,23.31269820072473,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
1430,False,"{'a': 0.5, 'e': 0.14033160584673673}",20,13,12.025203647880538,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1431,False,"{'a': 0.5, 'e': 0.13934143128561977}",25,11,-36.540751063148285,"{0: 12, 1: 0, 2: 0, 3: 1, 4: 1}",1
1432,False,"{'a': 0.5, 'e': 0.13835111738308337}",35,18,8.899274134321907,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 0}",1
1433,False,"{'a': 0.5, 'e': 0.1373606651294409}",25,8,17.447227569416423,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
1434,False,"{'a': 0.5, 'e': 0.13637007551514496}",20,10,19.072272571214867,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1435,False,"{'a': 0.5, 'e': 0.13537934953078465}",20,9,21.073259852591292,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1436,False,"{'a': 0.5, 'e': 0.13438848816708632}",25,18,14.08910974204076,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1437,False,"{'a': 0.5, 'e': 0.1333974924149108}",25,17,-27.378460811729134,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 1}",1
1438,False,"{'a': 0.5, 'e': 0.1324063632652542}",25,20,6.806383679360206,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1439,False,"{'a': 0.5, 'e': 0.13141510170924514}",25,19,-2.224229841042839,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
1440,False,"{'a': 0.5, 'e': 0.13042370873814554}",30,16,4.5587551473352015,"{0: 13, 1: 0, 2: 0, 3: 1, 4: 0}",1
1441,False,"{'a': 0.5, 'e': 0.12943218534334786}",25,16,-27.61568400554676,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 1}",1
1442,False,"{'a': 0.5, 'e': 0.12844053251637585}",30,19,21.09103869384961,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1443,False,"{'a': 0.5, 'e': 0.1274487512488818}",30,21,17.40936099637235,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1444,False,"{'a': 0.5, 'e': 0.12645684253264733}",20,10,16.978224104674634,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1445,False,"{'a': 0.5, 'e': 0.12546480735958065}",30,18,23.99983439113412,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1446,False,"{'a': 0.5, 'e': 0.12447264672171729}",25,15,-5.017995813205504,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 0}",1
1447,False,"{'a': 0.5, 'e': 0.12348036161121737}",25,2,-8.110848110498091,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 1}",1
1448,False,"{'a': 0.5, 'e': 0.12248795302036633}",20,5,26.531776552493163,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1449,False,"{'a': 0.5, 'e': 0.12149542194157227}",20,14,2.105241396996754,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
1450,False,"{'a': 0.5, 'e': 0.12050276936736662}",25,16,15.760082531931877,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1451,False,"{'a': 0.5, 'e': 0.1195099962904014}",25,7,21.567504961666447,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
1452,False,"{'a': 0.5, 'e': 0.11851710370345009}",20,0,-18.657669019296904,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 1}",0
1453,False,"{'a': 0.5, 'e': 0.11752409259940473}",20,13,-12.310002573233731,"{0: 5, 1: 0, 2: 2, 3: 0, 4: 0}",1
1454,False,"{'a': 0.5, 'e': 0.11653096397127678}",25,10,0.9279737959994421,"{0: 14, 1: 0, 2: 0, 3: 1, 4: 0}",1
1455,False,"{'a': 0.5, 'e': 0.11553771881219435}",30,16,16.907214764582882,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
1456,False,"{'a': 0.5, 'e': 0.11454435811540296}",30,18,24.026123361337962,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1457,False,"{'a': 0.5, 'e': 0.11355088287426278}",20,2,26.744223989635987,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1458,False,"{'a': 0.5, 'e': 0.1125572940822494}",20,6,10.339320841468481,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
1459,False,"{'a': 0.5, 'e': 0.1115635927329511}",25,12,17.386940838854223,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
1460,False,"{'a': 0.5, 'e': 0.11056977982006959}",20,12,17.147062197270536,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1461,False,"{'a': 0.5, 'e': 0.10957585633741725}",20,5,-19.185978604868723,"{0: 11, 1: 0, 2: 4, 3: 0, 4: 0}",1
1462,False,"{'a': 0.5, 'e': 0.10858182327891792}",30,12,17.27342459684524,"{0: 17, 1: 0, 2: 0, 3: 1, 4: 0}",1
1463,False,"{'a': 0.5, 'e': 0.10758768163860415}",30,16,9.62286850158871,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
1464,False,"{'a': 0.5, 'e': 0.10659343241061792}",25,10,24.685451574547187,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1465,False,"{'a': 0.5, 'e': 0.10559907658920793}",25,17,12.640670972558095,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1466,False,"{'a': 0.5, 'e': 0.10460461516873039}",20,15,1.604829480037063,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
1467,False,"{'a': 0.5, 'e': 0.10361004914364617}",20,6,26.683815210268993,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1468,False,"{'a': 0.5, 'e': 0.10261537950852166}",25,11,27.06078944808974,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1469,False,"{'a': 0.5, 'e': 0.10162060725802598}",20,16,9.176512365947557,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1470,False,"{'a': 0.5, 'e': 0.10062573338693173}",20,7,0.953970546750351,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 0}",1
1471,False,"{'a': 0.5, 'e': 0.09963075889011225}",20,10,16.16968744467375,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1472,False,"{'a': 0.5, 'e': 0.0986356847625424}",35,0,51.73101996093263,"{0: 35, 1: 0, 2: 0, 3: 0, 4: 0}",0
1473,False,"{'a': 0.5, 'e': 0.0976405119992958}",30,10,1.7967722880945978,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",1
1474,False,"{'a': 0.5, 'e': 0.09664524159554555}",20,2,28.314709535195593,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1475,False,"{'a': 0.5, 'e': 0.09564987454656154}",20,15,6.8766158161708315,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1476,False,"{'a': 0.5, 'e': 0.09465441184771117}",20,0,-3.5493806240586196,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
1477,False,"{'a': 0.5, 'e': 0.09365885449445663}",25,10,26.29273976102683,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1478,False,"{'a': 0.5, 'e': 0.09266320348235561}",25,11,28.068589554597537,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1479,False,"{'a': 0.5, 'e': 0.09166745980705862}",20,10,-21.51554133213732,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
1480,False,"{'a': 0.5, 'e': 0.09067162446430968}",20,13,17.84839214982972,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1481,False,"{'a': 0.5, 'e': 0.0896756984499436}",20,14,12.02201088944767,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1482,False,"{'a': 0.5, 'e': 0.08867968275988677}",20,11,2.932631524809726,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
1483,False,"{'a': 0.5, 'e': 0.08768357839015435}",25,16,1.1361334305850277,"{0: 7, 1: 1, 2: 1, 3: 0, 4: 0}",1
1484,False,"{'a': 0.5, 'e': 0.08668738633685107}",25,15,17.26871573830365,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1485,False,"{'a': 0.5, 'e': 0.08569110759616845}",20,10,17.970823273433524,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1486,False,"{'a': 0.5, 'e': 0.0846947431643856}",25,19,11.387969933580612,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1487,False,"{'a': 0.5, 'e': 0.08369829403786642}",20,13,2.8137953117905523,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
1488,False,"{'a': 0.5, 'e': 0.0827017612130604}",25,8,-21.250445272623885,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 1}",1
1489,False,"{'a': 0.5, 'e': 0.08170514568649984}",25,12,9.243188310211295,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
1490,False,"{'a': 0.5, 'e': 0.08070844845480063}",25,17,14.992244767442154,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1491,False,"{'a': 0.5, 'e': 0.07971167051465945}",25,15,19.99093400261284,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
