trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
600,False,"{'a': 0.5, 'e': 0.8253356149096783}",25,4,-66.2606279832636,"{0: 13, 1: 4, 2: 3, 3: 0, 4: 1}",1
601,False,"{'a': 0.5, 'e': 0.8247705598626173}",20,0,-27.308839042056096,"{0: 17, 1: 0, 2: 1, 3: 2, 4: 0}",0
602,False,"{'a': 0.5, 'e': 0.8242046800450651}",20,0,-82.3290437523279,"{0: 13, 1: 2, 2: 3, 3: 1, 4: 1}",0
603,False,"{'a': 0.5, 'e': 0.8236379760229016}",20,0,-134.24603559431236,"{0: 13, 1: 0, 2: 3, 3: 2, 4: 2}",0
604,False,"{'a': 0.5, 'e': 0.8230704483628307}",25,4,-62.16993235996251,"{0: 14, 1: 3, 2: 1, 3: 3, 4: 0}",1
605,False,"{'a': 0.5, 'e': 0.82250209763238}",25,0,-186.48247685981337,"{0: 16, 1: 2, 2: 3, 3: 0, 4: 4}",0
606,False,"{'a': 0.5, 'e': 0.8219329243999003}",25,0,-143.52879533323835,"{0: 13, 1: 1, 2: 8, 3: 2, 4: 1}",0
607,False,"{'a': 0.5, 'e': 0.8213629292345646}",25,15,-10.574295817999342,"{0: 7, 1: 2, 2: 1, 3: 0, 4: 0}",1
608,False,"{'a': 0.5, 'e': 0.8207921127063681}",20,0,-44.110340329911935,"{0: 14, 1: 2, 2: 3, 3: 1, 4: 0}",0
609,False,"{'a': 0.5, 'e': 0.8202204753861273}",20,0,-72.61114430956515,"{0: 13, 1: 0, 2: 5, 3: 2, 4: 0}",0
610,False,"{'a': 0.5, 'e': 0.8196480178454795}",30,3,-29.61319213225061,"{0: 21, 1: 0, 2: 6, 3: 0, 4: 0}",1
611,False,"{'a': 0.5, 'e': 0.8190747406568821}",25,11,2.791363659690413,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
612,False,"{'a': 0.5, 'e': 0.8185006443936125}",20,0,-99.74208828179815,"{0: 12, 1: 1, 2: 5, 3: 1, 4: 1}",0
613,False,"{'a': 0.5, 'e': 0.8179257296297665}",20,0,-20.586925795695116,"{0: 14, 1: 3, 2: 3, 3: 0, 4: 0}",0
614,False,"{'a': 0.5, 'e': 0.8173499969402591}",20,0,-20.55649282401543,"{0: 17, 1: 0, 2: 2, 3: 1, 4: 0}",0
615,False,"{'a': 0.5, 'e': 0.8167734469008229}",25,0,-199.64368921921277,"{0: 11, 1: 5, 2: 5, 3: 1, 4: 3}",0
616,False,"{'a': 0.5, 'e': 0.8161960800880078}",20,0,-62.00505443990755,"{0: 13, 1: 2, 2: 3, 3: 2, 4: 0}",0
617,False,"{'a': 0.5, 'e': 0.8156178970791806}",25,3,-46.518899842210345,"{0: 17, 1: 2, 2: 2, 3: 0, 4: 1}",1
618,False,"{'a': 0.5, 'e': 0.8150388984525244}",25,0,-105.62533278315294,"{0: 17, 1: 3, 2: 1, 3: 3, 4: 1}",0
619,False,"{'a': 0.5, 'e': 0.8144590847870377}",20,0,-101.47064322527964,"{0: 11, 1: 1, 2: 7, 3: 0, 4: 1}",0
620,False,"{'a': 0.5, 'e': 0.8138784566625339}",25,0,-79.40227299938132,"{0: 17, 1: 4, 2: 2, 3: 1, 4: 1}",0
621,False,"{'a': 0.5, 'e': 0.8132970146596414}",30,0,-114.20074750962979,"{0: 18, 1: 5, 2: 3, 3: 4, 4: 0}",0
622,False,"{'a': 0.5, 'e': 0.812714759359802}",30,0,-267.48892138489543,"{0: 14, 1: 2, 2: 9, 3: 1, 4: 4}",0
623,False,"{'a': 0.5, 'e': 0.812131691345271}",20,0,-79.83659496234388,"{0: 12, 1: 1, 2: 5, 3: 2, 4: 0}",0
624,False,"{'a': 0.5, 'e': 0.8115478111991162}",30,0,-62.288131313134635,"{0: 17, 1: 9, 2: 4, 3: 0, 4: 0}",0
625,False,"{'a': 0.5, 'e': 0.8109631195052179}",25,8,-38.52833293863045,"{0: 12, 1: 0, 2: 4, 3: 1, 4: 0}",1
626,False,"{'a': 0.5, 'e': 0.8103776168482677}",25,3,-72.20741344958523,"{0: 14, 1: 3, 2: 4, 3: 0, 4: 1}",1
627,False,"{'a': 0.5, 'e': 0.8097913038137682}",25,0,-126.15100798660173,"{0: 17, 1: 2, 2: 3, 3: 1, 4: 2}",0
628,False,"{'a': 0.5, 'e': 0.8092041809880323}",20,0,-14.159038829465091,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
629,False,"{'a': 0.5, 'e': 0.8086162489581828}",20,0,-156.65152234188528,"{0: 12, 1: 1, 2: 4, 3: 0, 4: 3}",0
630,False,"{'a': 0.5, 'e': 0.8080275083121519}",20,0,-16.369597340649428,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
631,False,"{'a': 0.5, 'e': 0.8074379596386799}",25,0,-70.24947823435018,"{0: 17, 1: 3, 2: 3, 3: 2, 4: 0}",0
632,False,"{'a': 0.5, 'e': 0.8068476035273155}",25,0,-79.14258897184112,"{0: 15, 1: 5, 2: 3, 3: 2, 4: 0}",0
633,False,"{'a': 0.5, 'e': 0.806256440568415}",20,0,-33.80839158926747,"{0: 14, 1: 2, 2: 4, 3: 0, 4: 0}",0
634,False,"{'a': 0.5, 'e': 0.805664471353141}",25,0,-92.62110291985121,"{0: 15, 1: 2, 2: 6, 3: 2, 4: 0}",0
635,False,"{'a': 0.5, 'e': 0.8050716964734628}",20,0,-57.69423051313329,"{0: 13, 1: 1, 2: 5, 3: 1, 4: 0}",0
636,False,"{'a': 0.5, 'e': 0.8044781165221552}",25,0,-28.8493392735991,"{0: 20, 1: 2, 2: 1, 3: 2, 4: 0}",0
637,False,"{'a': 0.5, 'e': 0.8038837320927981}",20,0,-15.129766215170998,"{0: 17, 1: 1, 2: 1, 3: 1, 4: 0}",0
638,False,"{'a': 0.5, 'e': 0.8032885437797759}",20,0,-59.469110453800866,"{0: 13, 1: 1, 2: 5, 3: 1, 4: 0}",0
639,False,"{'a': 0.5, 'e': 0.802692552178277}",20,10,-45.31713360149436,"{0: 7, 1: 1, 2: 1, 3: 0, 4: 1}",1
640,False,"{'a': 0.5, 'e': 0.8020957578842927}",25,10,-52.507402543596875,"{0: 10, 1: 0, 2: 3, 3: 2, 4: 0}",1
641,False,"{'a': 0.5, 'e': 0.8014981614946173}",35,0,-154.8274834702472,"{0: 25, 1: 2, 2: 5, 3: 0, 4: 3}",0
642,False,"{'a': 0.5, 'e': 0.8008997636068472}",25,0,-84.99851351497752,"{0: 17, 1: 0, 2: 7, 3: 0, 4: 1}",0
643,False,"{'a': 0.5, 'e': 0.8003005648193803}",20,0,-89.96211739937257,"{0: 11, 1: 3, 2: 5, 3: 0, 4: 1}",0
644,False,"{'a': 0.5, 'e': 0.7997005657314152}",25,13,-14.417006989190169,"{0: 7, 1: 5, 2: 0, 3: 0, 4: 0}",1
645,False,"{'a': 0.5, 'e': 0.7990997669429512}",35,0,-269.0114117683993,"{0: 20, 1: 3, 2: 4, 3: 4, 4: 4}",0
646,False,"{'a': 0.5, 'e': 0.7984981690547867}",25,0,-168.01766213113353,"{0: 15, 1: 2, 2: 4, 3: 1, 4: 3}",0
647,False,"{'a': 0.5, 'e': 0.7978957726685196}",30,0,-53.15631031003868,"{0: 20, 1: 4, 2: 6, 3: 0, 4: 0}",0
648,False,"{'a': 0.5, 'e': 0.7972925783865464}",20,0,-63.57424806174979,"{0: 16, 1: 0, 2: 2, 3: 1, 4: 1}",0
649,False,"{'a': 0.5, 'e': 0.7966885868120613}",25,13,11.209291600744152,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
650,False,"{'a': 0.5, 'e': 0.7960837985490559}",20,0,-146.27607494498326,"{0: 12, 1: 2, 2: 3, 3: 0, 4: 3}",0
651,False,"{'a': 0.5, 'e': 0.795478214202318}",20,0,-176.16644073293722,"{0: 11, 1: 0, 2: 5, 3: 1, 4: 3}",0
652,False,"{'a': 0.5, 'e': 0.7948718343774324}",25,3,-32.47400655592959,"{0: 15, 1: 2, 2: 5, 3: 0, 4: 0}",1
653,False,"{'a': 0.5, 'e': 0.7942646596807786}",20,0,-53.39785243778831,"{0: 16, 1: 1, 2: 1, 3: 1, 4: 1}",0
654,False,"{'a': 0.5, 'e': 0.7936566907195313}",20,0,-77.32310885816794,"{0: 13, 1: 2, 2: 4, 3: 0, 4: 1}",0
655,False,"{'a': 0.5, 'e': 0.7930479281016595}",20,0,-81.06787660149132,"{0: 12, 1: 3, 2: 4, 3: 0, 4: 1}",0
656,False,"{'a': 0.5, 'e': 0.7924383724359255}",30,0,-139.1100994433733,"{0: 15, 1: 5, 2: 9, 3: 0, 4: 1}",0
657,False,"{'a': 0.5, 'e': 0.7918280243318853}",30,9,-53.15652611468309,"{0: 13, 1: 3, 2: 4, 3: 1, 4: 0}",1
658,False,"{'a': 0.5, 'e': 0.7912168843998867}",20,1,-76.00975008737699,"{0: 13, 1: 1, 2: 3, 3: 1, 4: 1}",1
659,False,"{'a': 0.5, 'e': 0.7906049532510695}",20,0,-63.47347811415138,"{0: 11, 1: 2, 2: 7, 3: 0, 4: 0}",0
660,False,"{'a': 0.5, 'e': 0.7899922314973651}",20,12,-15.374906756843135,"{0: 4, 1: 3, 2: 1, 3: 0, 4: 0}",1
661,False,"{'a': 0.5, 'e': 0.789378719751495}",20,0,-128.90532573740538,"{0: 12, 1: 1, 2: 4, 3: 1, 4: 2}",0
662,False,"{'a': 0.5, 'e': 0.7887644186269709}",30,0,-98.08134072526289,"{0: 22, 1: 1, 2: 4, 3: 2, 4: 1}",0
663,False,"{'a': 0.5, 'e': 0.7881493287380938}",20,12,3.90860290889467,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
664,False,"{'a': 0.5, 'e': 0.7875334506999538}",20,8,-32.977177012110474,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 1}",1
665,False,"{'a': 0.5, 'e': 0.7869167851284287}",25,0,-97.1111596637751,"{0: 14, 1: 4, 2: 5, 3: 2, 4: 0}",0
666,False,"{'a': 0.5, 'e': 0.786299332640184}",25,1,-152.0142834215862,"{0: 13, 1: 2, 2: 6, 3: 1, 4: 2}",1
667,False,"{'a': 0.5, 'e': 0.7856810938526722}",20,14,-15.785568286791776,"{0: 4, 1: 0, 2: 2, 3: 0, 4: 0}",1
668,False,"{'a': 0.5, 'e': 0.785062069384132}",20,0,-123.55193754904064,"{0: 10, 1: 7, 2: 0, 3: 1, 4: 2}",0
669,False,"{'a': 0.5, 'e': 0.7844422598535878}",20,0,-81.51868055951061,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 2}",0
670,False,"{'a': 0.5, 'e': 0.7838216658808492}",25,10,-26.452524920802954,"{0: 11, 1: 1, 2: 2, 3: 1, 4: 0}",1
671,False,"{'a': 0.5, 'e': 0.7832002880865101}",20,0,-97.0702703937964,"{0: 14, 1: 1, 2: 1, 3: 3, 4: 1}",0
672,False,"{'a': 0.5, 'e': 0.7825781270919481}",20,12,-0.0220515003090056,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
673,False,"{'a': 0.5, 'e': 0.7819551835193242}",20,0,-74.87765769272886,"{0: 13, 1: 2, 2: 4, 3: 0, 4: 1}",0
674,False,"{'a': 0.5, 'e': 0.781331457991582}",25,12,9.243039716853334,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
675,False,"{'a': 0.5, 'e': 0.7807069511324468}",25,0,-59.68566634878365,"{0: 16, 1: 2, 2: 7, 3: 0, 4: 0}",0
676,False,"{'a': 0.5, 'e': 0.7800816635664256}",20,0,-74.35360197990686,"{0: 13, 1: 2, 2: 4, 3: 0, 4: 1}",0
677,False,"{'a': 0.5, 'e': 0.7794555959188059}",20,0,-81.13135203771502,"{0: 15, 1: 2, 2: 1, 3: 0, 4: 2}",0
678,False,"{'a': 0.5, 'e': 0.7788287488156552}",35,0,-67.54947102417421,"{0: 28, 1: 0, 2: 6, 3: 0, 4: 1}",0
679,False,"{'a': 0.5, 'e': 0.7782011228838206}",25,0,-76.27827748145233,"{0: 18, 1: 2, 2: 3, 3: 1, 4: 1}",0
680,False,"{'a': 0.5, 'e': 0.7775727187509279}",25,0,-175.8197026025636,"{0: 13, 1: 3, 2: 6, 3: 0, 4: 3}",0
681,False,"{'a': 0.5, 'e': 0.7769435370453813}",30,0,-77.67056913330049,"{0: 19, 1: 4, 2: 6, 3: 1, 4: 0}",0
682,False,"{'a': 0.5, 'e': 0.7763135783963624}",25,0,-15.773783447444556,"{0: 20, 1: 2, 2: 3, 3: 0, 4: 0}",0
683,False,"{'a': 0.5, 'e': 0.7756828434338298}",25,0,-18.906640832983285,"{0: 20, 1: 1, 2: 4, 3: 0, 4: 0}",0
684,False,"{'a': 0.5, 'e': 0.7750513327885183}",25,0,-47.397810491360765,"{0: 19, 1: 3, 2: 2, 3: 0, 4: 1}",0
685,False,"{'a': 0.5, 'e': 0.7744190470919388}",25,0,-156.99052773427837,"{0: 15, 1: 1, 2: 5, 3: 2, 4: 2}",0
686,False,"{'a': 0.5, 'e': 0.7737859869763766}",25,0,-116.6058135678832,"{0: 17, 1: 1, 2: 5, 3: 0, 4: 2}",0
687,False,"{'a': 0.5, 'e': 0.7731521530748919}",25,15,-4.019709539307747,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 0}",1
688,False,"{'a': 0.5, 'e': 0.7725175460213186}",20,0,-25.888880985445464,"{0: 13, 1: 5, 2: 2, 3: 0, 4: 0}",0
689,False,"{'a': 0.5, 'e': 0.7718821664502636}",30,12,-34.16009152578225,"{0: 13, 1: 1, 2: 3, 3: 1, 4: 0}",1
690,False,"{'a': 0.5, 'e': 0.7712460149971065}",30,0,-122.37229303890223,"{0: 20, 1: 3, 2: 5, 3: 0, 4: 2}",0
691,False,"{'a': 0.5, 'e': 0.7706090922979988}",20,0,0.3740061691570149,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
692,False,"{'a': 0.5, 'e': 0.7699713989898629}",30,0,-92.41300564496066,"{0: 20, 1: 3, 2: 6, 3: 0, 4: 1}",0
693,False,"{'a': 0.5, 'e': 0.7693329357103922}",25,0,-118.20763616977308,"{0: 16, 1: 2, 2: 5, 3: 0, 4: 2}",0
694,False,"{'a': 0.5, 'e': 0.7686937030980499}",20,8,-29.816900223235454,"{0: 7, 1: 3, 2: 1, 3: 1, 4: 0}",1
695,False,"{'a': 0.5, 'e': 0.7680537017920684}",20,8,-22.529319131599262,"{0: 9, 1: 1, 2: 1, 3: 1, 4: 0}",1
696,False,"{'a': 0.5, 'e': 0.7674129324324493}",25,0,-88.16092216783372,"{0: 18, 1: 2, 2: 2, 3: 2, 4: 1}",0
697,False,"{'a': 0.5, 'e': 0.7667713956599618}",20,5,-9.145749746766208,"{0: 11, 1: 3, 2: 1, 3: 0, 4: 0}",1
698,False,"{'a': 0.5, 'e': 0.7661290921161423}",25,11,-45.07256497604426,"{0: 8, 1: 3, 2: 2, 3: 1, 4: 0}",1
699,False,"{'a': 0.5, 'e': 0.7654860224432947}",20,13,-3.8996686580541398,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
700,False,"{'a': 0.5, 'e': 0.7648421872844884}",20,0,-15.146144598712173,"{0: 15, 1: 3, 2: 2, 3: 0, 4: 0}",0
701,False,"{'a': 0.5, 'e': 0.7641975872835586}",20,0,-75.98214613911935,"{0: 14, 1: 2, 2: 2, 3: 1, 4: 1}",0
702,False,"{'a': 0.5, 'e': 0.7635522230851051}",25,0,-177.08923622485182,"{0: 15, 1: 2, 2: 4, 3: 1, 4: 3}",0
703,False,"{'a': 0.5, 'e': 0.7629060953344922}",20,3,-68.27041618960807,"{0: 13, 1: 2, 2: 0, 3: 0, 4: 2}",1
704,False,"{'a': 0.5, 'e': 0.7622592046778476}",20,0,-171.6916452530632,"{0: 8, 1: 6, 2: 3, 3: 0, 4: 3}",0
705,False,"{'a': 0.5, 'e': 0.7616115517620617}",20,0,-69.2246889930081,"{0: 15, 1: 0, 2: 3, 3: 1, 4: 1}",0
706,False,"{'a': 0.5, 'e': 0.7609631372347876}",20,0,-45.285535824690314,"{0: 13, 1: 3, 2: 3, 3: 1, 4: 0}",0
707,False,"{'a': 0.5, 'e': 0.7603139617444397}",25,0,-117.90167302407372,"{0: 15, 1: 4, 2: 4, 3: 0, 4: 2}",0
708,False,"{'a': 0.5, 'e': 0.7596640259401933}",20,12,-18.41739330776347,"{0: 5, 1: 0, 2: 3, 3: 0, 4: 0}",1
709,False,"{'a': 0.5, 'e': 0.7590133304719844}",30,9,-38.018247309243385,"{0: 15, 1: 2, 2: 3, 3: 1, 4: 0}",1
710,False,"{'a': 0.5, 'e': 0.7583618759905082}",25,0,-91.93857011552613,"{0: 17, 1: 1, 2: 5, 3: 1, 4: 1}",0
711,False,"{'a': 0.5, 'e': 0.7577096631472192}",30,0,-127.07805768095362,"{0: 21, 1: 1, 2: 5, 3: 1, 4: 2}",0
712,False,"{'a': 0.5, 'e': 0.7570566925943303}",25,0,-140.74226763258275,"{0: 15, 1: 2, 2: 5, 3: 1, 4: 2}",0
713,False,"{'a': 0.5, 'e': 0.7564029649848117}",35,0,-140.08658654592023,"{0: 25, 1: 3, 2: 3, 3: 2, 4: 2}",0
714,False,"{'a': 0.5, 'e': 0.7557484809723913}",20,0,-80.28192246650316,"{0: 15, 1: 0, 2: 2, 3: 2, 4: 1}",0
715,False,"{'a': 0.5, 'e': 0.7550932412115529}",30,11,-122.0575946958438,"{0: 12, 1: 0, 2: 4, 3: 1, 4: 2}",1
716,False,"{'a': 0.5, 'e': 0.7544372463575362}",35,0,-119.96758721139345,"{0: 23, 1: 5, 2: 4, 3: 2, 4: 1}",0
717,False,"{'a': 0.5, 'e': 0.753780497066336}",25,0,-84.65550002139085,"{0: 18, 1: 3, 2: 1, 3: 2, 4: 1}",0
718,False,"{'a': 0.5, 'e': 0.7531229939947015}",20,2,-45.51341890564464,"{0: 14, 1: 2, 2: 0, 3: 1, 4: 1}",1
719,False,"{'a': 0.5, 'e': 0.7524647378001358}",20,0,-146.42895821330777,"{0: 11, 1: 2, 2: 3, 3: 2, 4: 2}",0
720,False,"{'a': 0.5, 'e': 0.751805729140895}",20,0,0.27084602267015856,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
721,False,"{'a': 0.5, 'e': 0.7511459686759877}",30,0,-90.67650009731949,"{0: 21, 1: 3, 2: 4, 3: 1, 4: 1}",0
722,False,"{'a': 0.5, 'e': 0.7504854570651743}",20,0,-113.4748803325679,"{0: 9, 1: 5, 2: 4, 3: 1, 4: 1}",0
723,False,"{'a': 0.5, 'e': 0.7498241949689665}",25,15,-11.712638933831128,"{0: 7, 1: 1, 2: 2, 3: 0, 4: 0}",1
724,False,"{'a': 0.5, 'e': 0.7491621830486261}",25,0,-74.55415079571094,"{0: 18, 1: 1, 2: 5, 3: 0, 4: 1}",0
725,False,"{'a': 0.5, 'e': 0.7484994219661651}",20,0,-126.36461610058471,"{0: 12, 1: 2, 2: 3, 3: 1, 4: 2}",0
726,False,"{'a': 0.5, 'e': 0.7478359123843445}",25,0,-146.4019823374365,"{0: 16, 1: 2, 2: 4, 3: 0, 4: 3}",0
727,False,"{'a': 0.5, 'e': 0.7471716549666739}",25,0,-113.0154964558848,"{0: 17, 1: 1, 2: 5, 3: 0, 4: 2}",0
728,False,"{'a': 0.5, 'e': 0.7465066503774106}",25,0,-58.558408834390036,"{0: 15, 1: 4, 2: 6, 3: 0, 4: 0}",1
729,False,"{'a': 0.5, 'e': 0.745840899281559}",25,0,-26.73069829030252,"{0: 19, 1: 2, 2: 4, 3: 0, 4: 0}",0
730,False,"{'a': 0.5, 'e': 0.7451744023448704}",25,15,-3.8194292443635245,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 0}",1
731,False,"{'a': 0.5, 'e': 0.7445071602338416}",20,8,-11.707727935096736,"{0: 9, 1: 1, 2: 2, 3: 0, 4: 0}",1
732,False,"{'a': 0.5, 'e': 0.7438391736157144}",30,0,-40.16528305535603,"{0: 22, 1: 4, 2: 3, 3: 1, 4: 0}",0
733,False,"{'a': 0.5, 'e': 0.7431704431584757}",25,0,-97.76416682450389,"{0: 19, 1: 1, 2: 3, 3: 0, 4: 2}",0
734,False,"{'a': 0.5, 'e': 0.7425009695308558}",25,11,-38.232161649043604,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 1}",1
735,False,"{'a': 0.5, 'e': 0.7418307534023282}",25,0,-125.17513351163163,"{0: 15, 1: 1, 2: 6, 3: 2, 4: 1}",0
736,False,"{'a': 0.5, 'e': 0.7411597954431091}",30,8,-76.5041045603236,"{0: 11, 1: 5, 2: 5, 3: 1, 4: 0}",1
737,False,"{'a': 0.5, 'e': 0.7404880963241561}",20,11,-24.18927459551229,"{0: 6, 1: 1, 2: 1, 3: 1, 4: 0}",1
738,False,"{'a': 0.5, 'e': 0.7398156567171686}",25,0,-100.26464307056526,"{0: 16, 1: 2, 2: 5, 3: 1, 4: 1}",0
739,False,"{'a': 0.5, 'e': 0.7391424772945862}",30,21,0.3337533009111455,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
740,False,"{'a': 0.5, 'e': 0.7384685587295879}",25,0,-28.02747834589806,"{0: 20, 1: 2, 2: 2, 3: 1, 4: 0}",0
741,False,"{'a': 0.5, 'e': 0.7377939016960925}",25,0,-99.89879697989622,"{0: 15, 1: 2, 2: 7, 3: 0, 4: 1}",0
742,False,"{'a': 0.5, 'e': 0.7371185068687568}",25,0,-98.39146705021632,"{0: 17, 1: 0, 2: 6, 3: 1, 4: 1}",0
743,False,"{'a': 0.5, 'e': 0.7364423749229758}",20,6,-8.741685784809958,"{0: 11, 1: 1, 2: 2, 3: 0, 4: 0}",1
744,False,"{'a': 0.5, 'e': 0.7357655065348812}",30,8,-8.720063373291808,"{0: 17, 1: 4, 2: 0, 3: 1, 4: 0}",1
745,False,"{'a': 0.5, 'e': 0.7350879023813413}",25,0,-23.785687872321045,"{0: 20, 1: 1, 2: 4, 3: 0, 4: 0}",0
746,False,"{'a': 0.5, 'e': 0.7344095631399603}",20,0,-137.30156026163735,"{0: 13, 1: 2, 2: 1, 3: 1, 4: 3}",0
747,False,"{'a': 0.5, 'e': 0.7337304894890774}",30,0,-102.70867269570596,"{0: 17, 1: 4, 2: 8, 3: 1, 4: 0}",0
748,False,"{'a': 0.5, 'e': 0.7330506821077661}",20,0,-50.8345479048807,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",0
749,False,"{'a': 0.5, 'e': 0.7323701416758338}",20,4,-18.936729759219944,"{0: 12, 1: 1, 2: 3, 3: 0, 4: 0}",1
750,False,"{'a': 0.5, 'e': 0.7316888688738209}",25,0,-79.7521679566336,"{0: 16, 1: 3, 2: 5, 3: 0, 4: 1}",1
751,False,"{'a': 0.5, 'e': 0.7310068643830001}",30,0,-90.8326765855539,"{0: 21, 1: 1, 2: 7, 3: 0, 4: 1}",0
752,False,"{'a': 0.5, 'e': 0.7303241288853758}",20,0,-102.89037192047897,"{0: 13, 1: 2, 2: 3, 3: 0, 4: 2}",0
753,False,"{'a': 0.5, 'e': 0.7296406630636835}",20,0,-206.93173919918885,"{0: 8, 1: 1, 2: 7, 3: 1, 4: 3}",0
754,False,"{'a': 0.5, 'e': 0.7289564676013889}",20,0,-73.5665436642238,"{0: 15, 1: 3, 2: 0, 3: 0, 4: 2}",0
755,False,"{'a': 0.5, 'e': 0.7282715431826874}",20,8,-17.309524897006472,"{0: 8, 1: 2, 2: 2, 3: 0, 4: 0}",1
756,False,"{'a': 0.5, 'e': 0.7275858904925034}",25,0,-141.39813113629265,"{0: 17, 1: 1, 2: 4, 3: 0, 4: 3}",0
757,False,"{'a': 0.5, 'e': 0.7268995102164897}",35,22,-24.61291358482324,"{0: 10, 1: 0, 2: 2, 3: 1, 4: 0}",1
758,False,"{'a': 0.5, 'e': 0.7262124030410263}",20,0,-69.46094478244456,"{0: 13, 1: 3, 2: 3, 3: 0, 4: 1}",0
759,False,"{'a': 0.5, 'e': 0.7255245696532203}",20,0,-79.1245415572055,"{0: 13, 1: 1, 2: 5, 3: 0, 4: 1}",0
760,False,"{'a': 0.5, 'e': 0.7248360107409052}",25,0,-84.1313820009151,"{0: 19, 1: 3, 2: 1, 3: 0, 4: 2}",0
761,False,"{'a': 0.5, 'e': 0.7241467269926397}",30,0,-108.67122357808528,"{0: 22, 1: 1, 2: 4, 3: 1, 4: 2}",0
762,False,"{'a': 0.5, 'e': 0.7234567190977076}",25,11,-31.337276533326722,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 1}",1
763,False,"{'a': 0.5, 'e': 0.7227659877461166}",25,14,-6.132031330343763,"{0: 8, 1: 2, 2: 1, 3: 0, 4: 0}",1
764,False,"{'a': 0.5, 'e': 0.7220745336285982}",20,0,-38.230594023176714,"{0: 16, 1: 2, 2: 1, 3: 0, 4: 1}",0
765,False,"{'a': 0.5, 'e': 0.7213823574366063}",20,0,2.0318987988065,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
766,False,"{'a': 0.5, 'e': 0.720689459862317}",25,10,-78.73047700856131,"{0: 10, 1: 3, 2: 0, 3: 0, 4: 2}",1
767,False,"{'a': 0.5, 'e': 0.719995841598628}",25,11,-32.87848946468353,"{0: 9, 1: 2, 2: 2, 3: 1, 4: 0}",1
768,False,"{'a': 0.5, 'e': 0.7193015033391573}",25,0,-22.84522484495681,"{0: 20, 1: 1, 2: 4, 3: 0, 4: 0}",0
769,False,"{'a': 0.5, 'e': 0.7186064457782433}",30,0,-72.27698400095244,"{0: 22, 1: 3, 2: 4, 3: 0, 4: 1}",0
770,False,"{'a': 0.5, 'e': 0.7179106696109433}",30,10,-48.84240663151062,"{0: 15, 1: 2, 2: 2, 3: 0, 4: 1}",1
771,False,"{'a': 0.5, 'e': 0.7172141755330337}",20,0,-117.10065968353771,"{0: 12, 1: 2, 2: 4, 3: 0, 4: 2}",0
772,False,"{'a': 0.5, 'e': 0.7165169642410082}",20,0,-108.91622323877876,"{0: 11, 1: 2, 2: 5, 3: 1, 4: 1}",0
773,False,"{'a': 0.5, 'e': 0.7158190364320781}",25,0,-109.55851453648768,"{0: 18, 1: 1, 2: 3, 3: 1, 4: 2}",0
774,False,"{'a': 0.5, 'e': 0.7151203928041714}",20,0,-5.608328450208967,"{0: 17, 1: 2, 2: 1, 3: 0, 4: 0}",0
775,False,"{'a': 0.5, 'e': 0.7144210340559314}",30,1,-66.9074692072281,"{0: 22, 1: 0, 2: 6, 3: 0, 4: 1}",1
776,False,"{'a': 0.5, 'e': 0.7137209608867168}",30,16,-9.488331903243356,"{0: 11, 1: 1, 2: 2, 3: 0, 4: 0}",1
777,False,"{'a': 0.5, 'e': 0.7130201739966009}",25,0,-152.73093665583977,"{0: 18, 1: 3, 2: 0, 3: 0, 4: 4}",0
778,False,"{'a': 0.5, 'e': 0.7123186740863704}",25,0,-61.834625045284625,"{0: 14, 1: 6, 2: 5, 3: 0, 4: 0}",0
779,False,"{'a': 0.5, 'e': 0.7116164618575251}",20,3,5.681740714830525,"{0: 15, 1: 2, 2: 0, 3: 0, 4: 0}",1
780,False,"{'a': 0.5, 'e': 0.7109135380122773}",25,5,-46.93411371990368,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",1
781,False,"{'a': 0.5, 'e': 0.7102099032535508}",25,15,-12.271054129897918,"{0: 8, 1: 1, 2: 0, 3: 1, 4: 0}",1
782,False,"{'a': 0.5, 'e': 0.7095055582849802}",20,6,-64.21168819295414,"{0: 9, 1: 2, 2: 1, 3: 1, 4: 1}",1
783,False,"{'a': 0.5, 'e': 0.7088005038109103}",20,0,-27.329005297172795,"{0: 16, 1: 1, 2: 2, 3: 1, 4: 0}",0
